longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
2.1200099999999904,0.1917285392636352,23.723216399450244,15.706729326115346,8.803132019711606,12.308116468215067,9.264721483321726,2.3370685773769053,32.67541821469695
2.1300099999999955,0.19172853926053915,13.286954312839498,27.55648670250867,17.015651638490166,22.33534095884312,18.799348457147108,2.333598259058283,31.509296627300007
2.1100099999999995,0.1917285392589873,29.017459053370864,18.12379748966807,10.006475038433196,14.08265374555428,10.423371918257997,2.1716905251705008,31.420577304630193
2.1000099999999944,0.1917285392589873,29.017459053370864,17.4291791297801,10.712865945088904,14.598635015873658,11.19995367297426,1.873878789354023,31.267611249823165
2.1000099999999944,0.1917285392589873,29.017459053370864,18.647498541150874,11.32097257497071,14.654092428773865,11.840976517532006,1.4329882074039069,31.28051902616257
2.1000099999999944,0.1917285392589873,29.017459053370864,15.901401437761029,10.382025646530757,13.308332859856437,10.734130459007183,1.4877721591815256,30.13054674810172
2.1000099999999944,0.19172853925743294,29.017459053370864,21.03148506320451,13.423229730531737,17.83948049821346,14.751628593177903,1.3767547201159447,30.627723043189807
2.1000099999999944,0.19172853925743294,29.017459053370864,22.200191440031126,14.840226083281205,18.132893839579243,15.843695715583738,1.1987261417229182,29.606650519471987
2.0900099999999893,0.19172853925743294,24.214802204013804,21.07587265650872,14.699844366958535,18.352773260302733,15.438944499196559,0.757488425141506,29.312929763863202
2.1000099999999944,0.19172853925743294,29.017459053370864,23.002639824652256,14.964851381708597,19.733541228369997,16.330461601159264,1.3865855490572465,29.976643523661117
2.0900099999999893,0.1917285392589873,29.017459053370864,20.2489676815316,12.95098476447239,16.901307380920183,13.651312225031093,1.2279098742631247,30.33487075746047
2.0900099999999893,0.1917285392589873,29.017459053370864,22.923451839781677,15.235565175435502,19.560232960901264,16.469054710312793,1.2510786971170829,29.614421788378102
2.0900099999999893,0.1917285392589873,29.017459053370864,20.932863370848636,13.298699737661309,17.858488590613657,14.324055896972933,1.1826264184145956,29.03461249688307
2.0900099999999893,0.19172853925743294,29.017459053370864,14.685388219557185,10.023517304178698,12.579517998494708,10.362762668597467,1.0286980072171645,28.530604269520797
2.0900099999999893,0.1917285392589873,29.017459053370864,21.268020805597526,14.441873976477128,18.379225456432277,15.636734612126935,0.6702182504016715,27.702698111048107
2.0900099999999893,0.1917285392589873,28.07215791348199,16.813388216523773,11.358739179171854,15.612992153654895,11.915727199215496,0.7801817141851223,27.13460390624454
2.0800099999999984,0.1917285392589873,29.017459053370864,19.636486837260318,12.0988876519982,16.22630505005961,12.82697869376143,1.0694708891445388,27.51162438709392
2.0800099999999984,0.1917285392589873,29.017459053370864,17.25161465034318,11.4824260849346,15.27468471150645,12.464846547606173,0.7777602910960083,27.598069993146446
